Minsan                 ;Cod.EAN                ;Prezzo al Pubblico     ;Pr.acquisto ivato      ;Aliquota IVA           ;ATC                    ;Giacenza               
901874420;             ;   22,50;   15,71;10;4AA2F15;  51
909475663;             ;   19,15;   12,47;10;2AB1E  ;   3
901172647;             ;   17,90;   10,64;10;4AA2F33;   6
901704647;             ;   13,65;    9,42;10;4AA2F15;  16
901430621;8016323026056;    5,93;    4,37;04;4AX6B  ;   4
901430696;8016323024137;    3,19;    2,34;10;4AX6B  ;   7
907093280;8016323222175;    2,14;    1,57;10;4AA2D99;  12
902491923;8016323115552;    4,64;    3,41;10;4AX6B  ;   6
901432029;8016323116245;    3,24;    2,53;22;4AX6B  ;  37
901432031;8016323116252;    3,67;    2,84;22;4AX6B  ;  49
901869166;8016323103047;    9,70;    7,79;10;4AX6B  ;   1
901558991;8000215204219;    2,99;    2,28;22;4AX6B  ; 100
901559652;8016323423022;    3,78;    2,31;22;6AD9   ;  15
908925718;             ;    3,60;    1,88;22;6AC5J99; 100
909468744;             ;   18,50;   13,59;10;2AB1A  ;   3
901559649;8016323426016;    7,54;    5,01;22;3AA2C  ;   7
901431775;8016323114449;    9,61;    7,07;04;4AX6B  ;  10
901239626;8057742820146;    6,00;    3,49;22;6AB1   ;  17
908313442;8057742820047;    5,30;    3,07;22;6AB5A01;  18
909462172;             ;   17,40;   11,04;10;2AB1A  ;  12
908841859;8054382241799;   11,60;    8,43;22;7AE2A06;   4
023907138;             ;    0,00;    7,32;10;D08AG02; 100
900925595;5708932504294;   11,13;    7,62;04;7AE4X05;   7
908915503;5701780088251;   39,52;   26,80;04;7AE4E99;   1
909470181;             ;   68,00;   49,95;10;2AE1X  ;   6
909468694;             ;   18,50;   13,59;10;2AB1A  ;  13
975983382;8054382240341;   21,70;   15,80;22;7AE2A99;  33
901352070;8032551580252;    7,24;    4,61;04;4AA2B19; 100
901352056;8032551580283;    7,24;    4,46;04;4AA2B19; 100
901453908;3059946316383;   13,10;    6,59;22;6AB6A02; 100
901741241;8030936000029;   24,90;   13,40;10;4AA2F20;  14
901741254;8030936000036;   36,90;   19,87;10;4AA2F20;  12
900588649;8051739950052;   13,00;    8,13;22;6AD1   ;  27
900588652;8051739950144;   15,00;    9,83;22;6AD1   ;  10
909721490;             ;   80,00;   48,74;22;7AE1F  ;   3
909721589;             ;   80,00;   48,74;22;7AE1F  ;   1
909470837;             ;   30,00;   22,04;10;2AB1X  ;   5
906264736;7611711152501;   87,00;   64,15;22;7AE1F  ;   1
909723862;             ;   92,00;   56,05;22;7AE1F  ;   2
900678855;             ;   85,00;   51,79;22;7AE1F  ;   1
901826976;             ;   14,00;    9,76;10;4AA2F15; 100
032192015;             ;    0,00;    5,69;10;D08AX07; 100
901648764;             ;   15,90;   11,15;10;7BB7A  ; 100
903009633;4042809101249;   20,60;   15,36;22;7AC1A01;   8
901730895;             ;   10,50;    7,91;22;6AD1   ;  36
012235038;             ;    0,00;    3,71;10;R02AA02; 100
900529645;             ;    2,50;    1,44;04;7AE2C99; 100
912650342;8029041213219;   28,90;   18,79;10;7BB7A  ; 100
906605276;8016323013438;    6,37;    4,68;10;4AX6B  ;  25
901155592;             ;   24,30;   14,81;22;7AE1F  ;   4
901155628;             ;   24,30;   14,81;22;7AE1F  ;   7
901155832;             ;   24,30;   14,81;22;7AE1F  ;   1
901155844;             ;   24,30;   14,81;22;7AE1F  ;  10
909454631;             ;   24,30;   14,81;22;7AE1F  ;  11
909454643;             ;   24,30;   14,81;22;7AE1F  ;   5
909454668;             ;   24,30;   14,81;22;7AE1F  ;   4
909491969;             ;   24,30;   14,81;22;7AE1F  ;   3
909491971;             ;   24,30;   14,81;22;7AE1F  ;   5
909491983;             ;   24,30;   14,81;22;7AE1F  ;   4
909491995;             ;   24,30;   14,81;22;7AE1F  ;   2
901168409;             ;   29,00;   17,67;22;7AE1F  ;   2
901168411;             ;   29,00;   17,67;22;7AE1F  ;  18
901168423;             ;   29,00;   17,67;22;7AE1F  ;  16
901168435;             ;   29,00;   17,67;22;7AE1F  ;  13
909722478;             ;   29,00;   17,67;22;7AE1F  ;   1
909722567;             ;   29,00;   17,67;22;7AE1F  ;  19
909722656;             ;   29,00;   17,67;22;7AE1F  ;  26
909720056;             ;   29,00;   17,67;22;7AE1F  ;   7
909720144;             ;   29,00;   17,67;22;7AE1F  ;  14
909721122;             ;   29,00;   17,67;22;7AE1F  ;   5
909721211;             ;   29,00;   17,67;22;7AE1F  ;  17
909721300;             ;   29,00;   17,67;22;7AE1F  ;  19
909721399;             ;   29,00;   17,67;22;7AE1F  ;  10
909721488;             ;   29,00;   17,67;22;7AE1F  ;  12
909470383;             ;   68,00;   49,95;10;2AF1X  ;   7
901482392;             ;   11,00;    7,71;10;4AA2F35;  10
908620949;8054382241171;    6,10;    4,44;22;7AE2A03;  12
908620952;8054382242703;    6,10;    4,44;22;7AE2A03;  11
900710777;3578831410550;   16,90;    9,61;10;4AA2F11;   9
027668019;             ;    8,05;    4,19;10;A06AD11; 100
901634535;             ;   56,00;   34,12;22;7AE1F  ;   2
901634547;             ;   56,00;   34,12;22;7AE1F  ;   5
901634550;             ;   56,00;   34,12;22;7AE1F  ;  19
901634562;             ;   56,00;   34,12;22;7AE1F  ;   2
901634446;             ;   56,00;   34,12;22;7AE1F  ;   2
901634485;             ;   56,00;   34,12;22;7AE1F  ;  15
901634509;             ;   56,00;   34,12;22;7AE1F  ;   7
901712873;             ;   25,00;   15,24;22;7AE1F  ;   2
901712909;             ;   25,00;   15,24;22;7AE1F  ;   2
901712923;             ;   25,00;   15,24;22;7AE1F  ;   8
901712935;             ;   25,00;   15,24;22;7AE1F  ;  14
901713091;             ;   25,00;   15,24;22;7AE1F  ;  21
901713103;             ;   25,00;   15,24;22;7AE1F  ;  30
901713115;             ;   25,00;   15,24;22;7AE1F  ;  36
901713127;             ;   25,00;   15,24;22;7AE1F  ;  34
102247018;8025767801051;   27,00;   16,69;10;M02AX03;  27
909467680;             ;   13,50;    9,90;10;2AB1E  ;  15
900759679;             ;   21,90;   11,31;22;7AE3D02;  50
900759693;             ;   22,50;   11,60;22;7AE3D02; 100
912626215;5038483320075;   65,00;   49,09;22;7EA1D  ;   2
909199580;             ;   39,30;   26,49;22;7AC1H01;   8
901456893;             ;   16,01;    9,43;22;7AE3E  ;   7
972036305;7630019900195;    7,50;    4,18;22;6AB5A03; 100
902223268;0070942905121;    8,10;    4,51;22;6AB5A03;  18
902223243;0070942905145;    8,10;    4,51;22;6AB5A03;  24
912626177;5038483284643;   65,00;   49,09;22;7EA1D  ;   1
912626189;5038483320044;   65,00;   49,09;22;7EA1D  ;   1
909494395;             ;   23,00;   14,01;22;7AE1F  ;  10
909494407;             ;   23,00;   14,01;22;7AE1F  ;   6
909494419;             ;   23,00;   14,01;22;7AE1F  ;  24
909494421;             ;   23,00;   14,01;22;7AE1F  ;   4
909494369;             ;   23,00;   14,01;22;7AE1F  ;   2
909494371;             ;   23,00;   14,01;22;7AE1F  ;   5
909494383;             ;   23,00;   14,01;22;7AE1F  ;   5
901814549;             ;   14,00;   10,14;10;4AA2F12;  44
902367642;7611711159883;   87,00;   64,15;22;7AE1F  ;   1
901868392;8016323116511;    8,05;    5,92;04;4AA2F13;  30
909721209;             ;   34,50;   21,02;22;7AE1C  ;   1
909721298;             ;   34,50;   21,02;22;7AE1C  ;   5
901713646;             ;   34,50;   21,02;22;7AE1C  ;   2
900578600;8032956140129;    6,80;    3,60;22;7AC1C99; 100
908677899;8032956142406;    4,40;    2,39;22;7AC1B03;  61
901853352;7611711156127;   77,00;   56,78;22;7AE1F  ;   6
902367097;7611711157605;  118,00;   86,99;22;7AE1F  ;   1
901482366;             ;   18,50;   13,81;22;6AC2F99; 100
031262013;             ;    0,00;    2,45;10;A12CX  ;  48
901882086;             ;   29,15;   18,20;22;6AC5I01;  22
901688135;8016825950323;   21,35;   14,53;22;6AA1E  ; 100
912823150;7613031872480;   21,99;   14,23;10;4AA2B51;  16
906130998;8032200020115;   21,00;   15,18;10;4AA2F16;  61
908160056;8002410070101;    5,70;    3,42;22;6AB1   ;  26
900827458;             ;   19,00;   14,18;22;6AC5I01;  14
901857425;8033638271384;   12,40;    7,01;10;8AC2C  ;   3
909062907;             ;   18,00;   11,69;22;7AF4C02;  14
909062958;             ;   29,00;   18,82;22;7AF4C02;   4
901178867;8002140124013;    6,40;    3,23;22;7BB7A  ; 100
912033673;             ;   22,00;   13,48;10;4AA2F35; 100
901851030;8032638560078;   16,60;   11,79;22;6AD9   ; 100
901186181;             ;   14,00;   10,66;22;6AA1E  ;   7
901186167;             ;   36,00;   26,88;22;6AA2X  ;   6
901186179;             ;   32,00;   23,89;22;6AA2X  ;   1
900919465;             ;   32,50;   24,73;22;6AC5I02;   6
907265793;8022491000057;   25,50;   16,61;10;4AA2F29;   5
901826988;5016533628029;    7,59;    4,61;10;4AA2B12;  33
901710083;             ;   11,50;    8,72;22;6AC5I01; 100
901959015;8054609240055;   12,50;    6,51;22;6AA1E  ;  37
901850990;             ;   12,00;    9,14;22;6AD5A  ;  10
901842447;             ;    9,90;    6,53;22;7AF6D99;   2
903459016;8018042000072;   13,00;    8,72;22;6AD5A  ; 100
909494332;             ;   23,00;   14,01;22;7AE1F  ;   1
006570257;             ;    0,00;    4,48;10;A02AA04; 100
901715452;8008843000074;   14,50;    7,79;10;4AA2F08;  18
901867251;8016323024106;    3,51;    2,83;10;4AX6B  ;  15
901431597;8016323523012;    4,30;    3,16;10;4AA2B08;   4
902104280;8002590308001;    2,99;    1,96;10;4AX6A  ;  12
103249025;8033638270066;   11,60;    6,28;10;P53AC54;  83
900676584;             ;  100,00;   60,93;22;7AE1F  ;   1
028310035;             ;    0,00;    6,22;10;S01GX07;  37
901481097;8032956142338;    7,70;    4,40;22;7AC1B99;   9
909491767;             ;   29,00;   17,67;22;7AE1C  ;   3
909491781;             ;   29,00;   17,67;22;7AE1C  ;   4
909491793;             ;   29,00;   17,67;22;7AE1C  ;   1
901076923;             ;   13,90;    9,42;10;4AA2F15;  22
906649254;3574660057706;    7,54;    4,06;22;7AF6D01; 100
901931131;5708932501422;   26,00;    9,19;04;7AE4X01;   2
938656927;8058697280269;   19,50;   13,18;10;4AA2F15; 100
938656966;8058697280276;   22,90;   15,49;10;4AA2F15;  20
102510043;             ;   46,90;   27,19;10;P53AC11;  54
102510056;             ;   44,62;   19,48;10;P53AC11;  22
900890031;             ;   15,00;    9,14;22;7AE1F  ;  27
901822611;             ;   13,90;   10,59;22;6AD5X  ;  17
930048451;7610182013076;    9,85;    6,62;22;7AC1B04;  52
901935472;             ;    9,00;    6,88;22;7BB3A  ;  24
909310070;8002738823724;   15,50;    9,83;22;3AB2   ;   9
909309371;8002738820181;   15,50;   10,22;22;3AB2   ;   7
908285784;8002738800268;    6,50;    3,72;10;4AX1   ;  11
909309270;8002738826862;   14,50;    9,56;22;3AB4   ;   2
910166495;8002738858078;   18,50;   10,59;10;4AA2F15;   7
033262027;             ;    0,00;    6,22;10;A01AD11; 100
910270990;7611711102858;  100,00;   73,74;22;7AE1F  ;   1
972869352;4042809553031;    7,20;    3,94;22;7AC1A01;  26
902029038;8033576370156;   10,90;    7,31;04;7BB6   ;  82
902083740;8001040028544;    4,99;    3,95;10;4AA2D08;  12
904684216;8003670730217;   14,90;    8,70;22;7AF4C99;   3
904684228;8003670730224;   26,90;   16,31;22;7AF4C99;  19
029818010;             ;    0,00;    2,40;10;D04AX  ;  71
908564608;8002110012197;    5,51;    2,71;22;6AC4B01;  64
908571781;             ;   48,25;   22,63;22;7AA1B  ;  36
922378625;4046719423316;   20,35;   13,70;22;7AE2X99;   7
901855751;             ;   16,50;   12,52;22;6AD5A  ;  43
906310925;7611711160629;   77,00;   56,78;22;7AE1F  ;   4
930921655;             ;   35,00;   25,60;22;6AD9   ;  73
902042516;8025021110394;   47,50;   27,35;22;6AD8A  ;  34
102468093;             ;   27,00;   16,41;10;D08AC52;  74
909475168;             ;   15,50;    9,26;10;2AB1E  ;   8
902226570;8032956141942;    8,10;    4,60;22;7BB2B  ;   1
908925290;             ;   61,90;   37,10;04;7AE2C07;   6
033913017;             ;    0,00;   11,12;10;M02AA15; 100
901396097;             ;    2,62;    1,48;22;7AE3E  ; 100
034040016;             ;    9,20;    4,77;10;M02AA15; 100
901320325;8023628200043;   28,00;   21,37;22;6AC2F02;   7
908677887;8032956142369;   10,00;    5,40;22;7AC1B03; 100
908698727;8032956142420;   10,70;    5,77;22;7AC1B03; 100
901978383;8032715364759;   12,50;    9,20;22;6AE2   ;   9
901978419;8032715364773;   12,50;    9,20;22;6AE2   ;   9
906310952;7611711160650;   77,00;   56,78;22;7AE1F  ;   6
034246013;             ;    0,00;    6,06;10;M01AE51; 100
909862435;             ;   33,45;   19,58;22;7AE3E  ; 100
901178828;8002140116018;    6,20;    2,59;22;7BB7A  ;  92
906281151;7611711159975;   87,00;   64,15;22;7AE1F  ;   2
902076785;8058090011378;    9,95;    4,38;22;7BB2A  ; 100
901708370;8059692060115;   15,70;   10,80;22;8AC2C  ;  38
902367681;7611711159913;   87,00;   64,15;22;7AE1F  ;   6
902068701;4021354003604;   31,10;   21,26;22;6AC5I01;  46
902064791;             ;   18,00;   13,44;22;6AC5I02;  17
909476602;             ;   17,50;   10,56;10;2AB1I  ;  20
902068725;8056772950243;    7,50;    5,70;22;6AB1   ; 100
902068713;8056772950250;   10,90;    8,31;22;6AB2   ; 100
908971726;             ;    9,50;    7,32;22;6AD1   ;   3
908677863;8032956142345;    4,10;    2,14;22;7AC1B03;   7
902068586;             ;   23,80;   14,77;04;7AE2C02;  28
902068600;             ;   23,80;   14,77;04;7AE2C02;  39
902068612;             ;   23,80;   14,77;04;7AE2C02;  35
901844744;8055186630338;   27,80;   18,11;10;4AA2F99;  72
902052719;8002682551346;    3,50;    2,19;10;4AA2F15; 100
902052695;8002682551339;    3,50;    2,22;10;4AA2F15;  68
902050653;8051160660193;   22,50;   15,43;10;4AA2F15;  97
922869375;5038483294123;   75,00;   56,64;22;7EA1D  ;   1
906097288;             ;    3,10;    1,87;22;7AD1A99;  72
905337655;             ;   25,00;   18,67;22;6AC5I01;  20
902178045;8033650120608;   16,00;   10,58;22;8AD1H  ;   4
901181040;             ;   25,00;   16,83;10;4AA2F31;  43
931568529;             ;   12,00;    9,25;22;6AC5J01;   8
906310937;7611711160636;   77,00;   56,78;22;7AE1F  ;   4
908951078;             ;    0,95;    0,53;22;7AC2D  ;  96
900541107;             ;    0,95;    0,53;22;7AC2D  ; 100
900589666;             ;   15,00;   11,20;22;6AA1B  ;   6
902367186;7611711157612;  118,00;   86,99;22;7AE1F  ;   2
904216138;8016323222243;    2,27;    1,67;10;4AX6B  ;  21
900505138;             ;   11,90;    9,06;22;7AC1G03;  19
909071019;             ;    1,95;    1,33;22;7AD1A99; 100
901100622;8002738800367;   14,90;    9,47;22;4AA2F26;  13
901929570;8051739950014;    4,00;    2,55;22;6AD1   ;  38
901606994;8002738978608;    6,50;    3,72;10;4AX1   ;   5
901852638;             ;   18,50;   14,15;22;6AC5I06;  97
907668610;8006450029709;    0,00;    1,89;10;4AX1   ;  72
907668608;8006450029037;    0,00;    1,22;10;4AX1   ; 100
909470205;             ;   68,00;   49,95;10;2AE1X  ;  10
909309977;8002738823120;   15,50;    9,85;22;3AB2   ;   7
900538947;8002738820846;   15,50;   10,22;22;3AB2   ;  11
900539329;8002738822048;   15,50;   10,22;22;3AB2   ;   1
909309294;8002738826985;   14,50;    9,56;22;3AB4   ;   4
909309383;8002738820242;   15,50;   10,22;22;3AB2   ;   7
900538834;8002738820365;   15,50;   10,22;22;3AB2   ;   4
901732709;8002738820303;   15,50;    9,85;22;3AB2   ;  17
900539418;8002738824028;   15,50;   10,22;22;3AB2   ;   4
909310029;8002738823427;   15,50;    9,83;22;3AB2   ;   7
909310031;8002738823489;   15,50;   10,22;22;3AB2   ;   8
909309458;8002738820662;   15,50;   10,22;22;3AB2   ;   5
900540168;8002738824448;   15,50;   10,22;22;3AB2   ;   7
900538859;8002738820549;   15,50;    9,85;22;3AB2   ;  37
900539331;8002738822161;   15,50;   10,22;22;3AB2   ;   4
901606970;8002738824752;   15,50;   10,22;22;3AB2   ;   9
909308900;8002738825124;   14,50;    9,56;22;3AB4   ;   4
909309243;8002738826688;   14,50;    9,56;22;3AB4   ;  15
900540129;8002738823847;   15,50;   10,22;22;3AB2   ;   2
031334016;             ;    8,90;    4,07;10;C05AA01;  71
900538962;8002738820969;   15,50;   10,22;22;3AB2   ;  11
900539040;8002738821805;   15,50;    9,85;22;3AB2   ;   1
909309674;8002738821980;   15,50;   10,22;22;3AB2   ;   4
900538974;8002738821140;   15,50;   10,22;22;3AB2   ;   8
909309585;8002738821447;   15,50;    9,83;22;3AB2   ;   7
909309611;8002738821621;   15,50;   10,22;22;3AB2   ;   8
025635018;             ;    0,00;    3,88;10;A01AD11;  39
909309635;8002738821744;   15,50;   10,22;22;3AB2   ;   6
900539180;8002738821867;   15,50;   10,22;22;3AB2   ;   2
905353948;8019029000719;    8,95;    5,36;22;6AB5A03;   8
906260423;8002738987006;   31,00;   18,43;10;4AA2F31;   1
906260551;8002738987259;   20,90;   11,97;10;2AB1F  ;   6
905353951;8019029000726;    8,95;    5,29;22;6AB5A03;  25
906260171;8002738850188;   12,90;    7,38;10;4AA2F09;  13
905353912;8019029000702;    8,95;    5,29;22;6AB5A03;  47
906260245;8002738850300;   12,90;    7,67;10;4AA2F32;   7
906260296;8002738850546;   12,90;    7,40;10;4AA2F12;  34
905353797;8019029000689;    8,95;    5,31;22;6AB5A03;  18
905353975;8019029000733;    8,95;    5,29;22;6AB5A03;  11
906260359;8002738850607;   13,90;    7,95;10;4AA2F20;  25
906260385;8002738850843;   12,90;    7,38;10;4AA2F33;   4
906260447;8002738851024;   20,90;   11,77;10;4AA2F33;  41
901567899;             ;    3,30;    2,94;10;4AA1B01; 100
909309003;8002738825780;   14,50;    9,56;22;3AB4   ;   2
902107263;             ;   19,70;   14,90;22;6AD8D  ;  85
901160162;             ;   35,00;   24,02;22;7AE2X99;  10
900636832;             ;    6,10;    3,50;04;7AE2C07;  47
909462754;             ;   17,40;   11,04;10;2AB1A  ;  11
902078791;             ;   16,50;   12,02;10;7BB4B  ; 100
906600111;8017977005244;    5,38;    4,00;22;6AD9   ;   4
902237876;8017977008146;    4,86;    3,84;10;4AX6B  ;   3
902237864;8017977008139;    5,35;    4,29;10;4AX6B  ;   6
902237825;8017977008108;    6,43;    4,75;10;4AX6B  ;   6
902237849;8017977008122;    5,72;    4,53;10;4AX6B  ;   2
906594344;8017977003578;    3,22;    2,56;10;4AX6B  ;  17
906590361;8017977000690;    7,51;    6,03;10;4AX6B  ;   7
902238373;8017977001215;    5,18;    4,18;10;4AX6B  ;   2
902238359;8017977007651;   17,77;   14,21;10;4AX6B  ;   1
902238219;8017977007644;   11,61;    9,27;10;4AX6B  ;   1
906599461;8017977000461;    4,54;    3,56;10;4AX6B  ;  13
906595893;8017977004544;    2,05;    1,57;22;4AX6B  ;  21
906595881;8017977004537;    2,05;    1,57;22;4AX6B  ;  54
906590272;8017977000553;    5,83;    4,70;10;4AX6B  ;  19
901852537;7611711154918;  128,00;   94,38;22;7AE1F  ;   2
909946319;4021354031089;   16,90;   11,35;22;6AD1   ;  15
902081177;8032551581020;   49,58;   41,21;10;4AA2B07; 100
902081165;8032551581013;   12,40;    8,89;10;4AA2B21; 100
909927016;8025767401084;   18,90;   12,26;22;8AD1X  ;  15
901207860;             ;   18,90;   11,11;22;7AE3E  ;   2
901816785;3551103005517;    4,91;    4,42;10;4AA2B04;  24
900529292;             ;    0,29;    0,15;22;7AB1B99; 100
023185097;             ;    0,00;    6,63;10;R05CB03; 100
900533821;8058363615937;   10,20;    6,23;22;7NA3   ;  13
909896286;8058090041634;    8,40;    4,53;22;7AC1A01; 100
909895652;8058090008378;    5,70;    3,00;22;7AC1A01;  44
909895740;8058090008361;    6,40;    3,46;22;7AC1A01; 100
901329399;             ;    8,90;    4,59;10;4AA2F08; 100
900996291;             ;   10,50;    6,81;22;6AE4B  ; 100
908158862;8002410040043;    1,89;    1,10;22;6AD3   ;  58
901061299;8000246052049;    0,00;    1,22;22;7AC2K  ;  37
901207872;             ;   18,90;   10,65;22;7AE3E  ;   1
902183072;8032638560115;    8,90;    6,38;22;6AD1   ;  48
927038392;3323036009647;   19,90;   15,15;22;6AC5X  ;  17
900609189;5703428001127;   21,30;   12,54;22;7AD1A99;  23
902193287;8013710023193;   15,40;    9,15;10;3AC1A02;   4
906593862;8017977003349;    3,76;    3,08;10;4AX6B  ;   5
906593847;8017977002984;    4,30;    3,54;04;4AX6B  ;   1
909462691;             ;   17,40;   11,87;10;2AB1A  ;   2
908443789;5701780028424;   95,16;   68,28;22;7AE3E  ;   1
901022044;8000246009913;    2,60;    1,84;22;7AC1A99; 100
901022032;8000246009906;    2,30;    1,53;22;7AC1A99; 100
902281613;             ;   21,30;   13,83;22;7AD1A21;   6
908904459;             ;   21,30;   13,83;22;7AD1A21;  21
908904461;             ;   21,30;   13,83;22;7AD1A21;   4
026814158;             ;    0,00;    7,71;10;A06AD12; 100
901772145;             ;   15,50;   10,64;10;4AA2F27;  19
901772107;             ;   16,00;   10,98;10;4AA2F27;  15
900485374;4042809022421;    2,40;    1,21;22;7AC1A01;  22
902283454;8002340004818;    3,68;    2,32;22;7AI9   ; 100
902266358;8004373277283;   31,90;   23,11;22;7AE1F  ;  30
902266360;8004373277382;   31,90;   22,27;22;7AE1F  ;   5
902266372;8004373277481;   31,90;   23,11;22;7AE1F  ;  22
902266422;8004373277580;   31,90;   21,09;22;7AE1F  ;  16
902266220;8004373279287;   25,90;   18,75;22;7AE1F  ;   7
902266269;8004373279386;   25,90;   17,80;22;7AE1F  ;  29
902193248;8013710023186;   21,70;   13,24;10;3AC1A02;   3
900058393;42078982     ;    5,30;    2,26;22;7AC1B03;  43
900058417;42078999     ;    8,10;    3,43;22;7AC1B03;  46
900058482;42079002     ;   12,60;    5,36;22;7AC1B03;   6
910387164;4042809034356;   21,50;   15,26;22;7AC1B99;   5
934527716;             ;   22,85;   15,53;10;4AA2F26; 100
901178956;8002140119019;    6,20;    3,78;22;6AE5C01;  27
901178982;8002140122019;    6,20;    2,59;22;7BB7A  ;  45
003410065;             ;    0,00;    5,05;10;S01GA01; 100
901466223;             ;   16,00;   11,21;10;4AA2F27;  66
902218419;             ;   19,50;   13,12;10;4AA2F21;  88
902367414;7611711157902;  118,00;   86,99;22;7AE1F  ;   1
930133842;7610182013052;   11,45;    5,53;22;7AC1C99;  10
901710121;             ;   17,00;   11,86;22;6AC5I01;  26
901710018;             ;   14,90;   10,41;22;6AD1   ;  73
912242106;8003670992929;    9,69;    3,29;22;7BA1B03;  46
901191080;             ;   18,00;   13,44;22;6AD8B  ;  37
022760108;             ;    0,00;   10,40;10;D01AC01; 100
901869267;8016323045149;    8,62;    6,31;10;4AX9   ;   3
902235353;3331300097276;   14,00;    8,92;22;7BB2A  ; 100
902235340;9003584776430;   10,40;    6,62;22;7BB2A  ; 100
900529696;             ;    2,50;    1,44;04;7AE2C99;  76
912452671;5016533627657;   10,39;    6,59;04;4AA2B19;  16
913228072;5011321741669;    0,00;    3,67;22;7AB1B09; 100
910273630;7611711102742;  100,00;   73,74;22;7AE1F  ;   1
903938710;             ;   27,56;   18,23;22;6AC5I01;  99
913177111;5038483539934;   85,00;   64,22;22;7AE2B02;   1
913177123;5038483539941;   85,00;   64,22;22;7AE2B02;   1
913177147;5038483539965;   85,00;   64,22;22;7AE2B02;   1
913177150;5038483539972;   85,00;   64,22;22;7AE2B02;   1
913177162;5038483539989;   85,00;   64,22;22;7AE2B02;   1
913177174;5038483539996;   85,00;   64,22;22;7AE2B02;   1
902217951;8053291013268;   18,50;   14,04;22;6AD8D  ;  43
902217963;             ;   19,90;   14,86;22;6AC5I04; 100
906173796;             ;    0,00;    0,13;22;7BA1B03; 100
902232444;8057284420224;   24,50;   16,35;22;6AA1C  ;  12
902181977;8003290000288;   27,90;   15,97;10;4AA2F18; 100
902293240;8003670070696;    9,69;    3,10;22;7BA1B02; 100
901540688;             ;   26,00;   18,07;10;4AA2F31;   3
902083512;8008843004027;   12,90;    7,26;10;4AA2F26;   9
902174717;5701780720328;   45,86;   31,93;04;7AE4A  ;   3
902209257;8001040079829;    8,19;    5,49;10;4AA2B31;  30
909462917;             ;   26,20;   15,62;10;2AB1A  ;  50
902042528;8025021110608;   45,50;   26,75;22;6AD8A  ;   2
913538803;7611711455350;   28,00;   20,65;22;7AE1F  ;  18
901998613;8032956142185;   10,70;    8,19;22;7BB3D  ;  42
901998676;8032956142178;   10,70;    8,21;22;7BB3D  ;  82
902230945;             ;   29,90;   20,53;10;4AA2F99;  56
025774011;             ;    0,00;    5,05;10;D07AA02; 100
025358058;             ;    0,00;   10,64;10;G01AF07; 100
902174527;8054529512034;    8,50;    5,35;10;4AA2F32;  41
902199227;8025021110424;   76,00;   43,76;22;6AD8A  ;  68
909309698;8002738822109;   14,30;    9,43;22;4AA2F32;  19
902272513;8002140201004;    6,90;    3,26;22;6AD1   ; 100
902266244;8004373279584;   25,90;   17,13;22;7AE1F  ;   4
902266218;8004373279188;   25,90;   18,75;22;7AE1F  ;  16
906282544;7611711160605;   77,00;   56,78;22;7AE1F  ;   9
926963291;3431590013991;    7,80;    6,36;10;4AX6B  ;   7
900787894;8011461005093;   11,80;    8,98;22;3AB6   ;   9
901867578;8016323042056;    2,59;    1,99;10;4AX6B  ;  10
935689808;0070942020008;    6,10;    3,44;22;6AB5C99;  25
902223217;0070942904148;    8,10;    4,65;22;6AB5A03;  48
903457188;             ;    0,40;    0,24;22;7AD1A99; 100
902279886;             ;   17,60;   12,81;22;7AE2A08;  29
902279924;8054382241638;   19,60;   14,27;22;7AE2A07;   7
905134894;4046719062386;    8,60;    5,47;22;7AC1H05;   6
902084755;0817337000036;   66,64;   49,92;10;7BB5A  ;  13
901645907;             ;   18,90;   13,13;10;4AA2F15; 100
902212226;             ;   12,00;    8,24;10;7BB6   ;  18
902299104;8054382241966;   57,90;   41,21;22;7AE1F  ;   3
902299142;8054382241973;   57,90;   41,21;22;7AE1F  ;   2
902299155;8054382241980;   57,90;   41,21;22;7AE1F  ;  19
902299179;8054382241997;   57,90;   41,21;22;7AE1F  ;   8
902299193;8054382242024;   61,00;   43,43;22;7AE1F  ;  13
902299229;8054382242031;   61,00;   43,43;22;7AE1F  ;   9
902299243;8054382242048;   61,00;   43,43;22;7AE1F  ;   8
902229071;             ;   25,60;   19,74;22;6AC5I02;   8
909728711;             ;   22,00;   13,40;22;7AE1F  ;   1
909728800;             ;   22,00;   13,40;22;7AE1F  ;   4
909728899;             ;   22,00;   13,40;22;7AE1F  ;   3
909729168;             ;   22,00;   13,40;22;7AE1F  ;   5
909729257;             ;   22,00;   13,40;22;7AE1F  ;   7
902350103;8033638959718;    9,00;    5,39;22;6AB2   ;   9
902350228;8033638959725;    9,00;    5,97;22;6AB2   ;   2
903010306;8032715365121;   35,00;   24,28;22;6AC5I03;   6
909892945;             ;   12,90;    7,51;10;4AB2   ;  21
033731047;             ;    9,78;    5,13;10;D06BB03; 100
010318032;             ;    0,00;    6,66;10;D07AA02;  70
902299458;8009722000369;   21,60;   11,65;22;8AD1A  ; 100
902267222;             ;   30,00;   21,20;10;4AA2F08;   2
902267273;             ;   30,00;   21,20;10;4AA2F32;   2
902267261;             ;   30,00;   21,20;10;4AA2F09;   3
902267196;             ;   30,00;   21,20;10;4AA2F30;   2
902267297;             ;   30,00;   21,20;10;4AA2F16;   1
029278013;             ;   16,60;   11,55;10;S01GX08;  99
921284307;5703188233011;    0,00;    3,77;22;8AH1A  ;  10
