sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,status,visibility,price,special_price,special_from_date,special_to_date,tax_class_name,qty,is_in_stock,manufacturer,ean,supplier,url_key
000053025,default,Default,simple,54,base,Ephynal 20cpr Riv Mast 100mg,Ephynal*20cpr Riv Mast 100mg,Ephynal*20cpr Riv Mast 100mg,1,1,4,6.84,,,,Taxable Goods,0,0,221,000053025,2759,ephynal-20cpr-riv-mast-100mg-000053025
000053037,default,Default,simple,54,base,Ephynal 30cps 300mg,Ephynal*30cps 300mg,Ephynal*30cps 300mg,1,1,4,7.92,,,,Taxable Goods,0,0,221,000053037,2759,ephynal-30cps-300mg-000053037
000097028,default,Default,simple,54,base,Peptopancreasi os Soluz 140g,Peptopancreasi*os Soluz 140g,Peptopancreasi*os Soluz 140g,1,1,4,7.38,,,,Taxable Goods,1,1,222,000097028,2759,peptopancreasi-os-soluz-140g-000097028
000248031,default,Default,simple,54,base,Pilocarpina Clor coll 10ml 1%,Pilocarpina Clor*coll 10ml 1%,Pilocarpina Clor*coll 10ml 1%,1,1,4,4.00,,,,Taxable Goods,1,1,2732,000248031,2759,pilocarpina-clor-coll-10ml-1-000248031
000248056,default,Default,simple,54,base,Pilocarpina Clor coll 10ml 2%,Pilocarpina Clor*coll 10ml 2%,Pilocarpina Clor*coll 10ml 2%,1,1,4,4.42,,,,Taxable Goods,0,0,2732,000248056,2759,pilocarpina-clor-coll-10ml-2-000248056
000307037,default,Default,simple,54,base,Atropina Lux coll 10ml 5mg/ml,Atropina Lux*coll 10ml 5mg/ml,Atropina Lux*coll 10ml 5mg/ml,1,1,4,5.62,,,,Taxable Goods,0,0,2732,000307037,2759,atropina-lux-coll-10ml-5mg-ml-000307037
000307052,default,Default,simple,54,base,Atropina Lux coll 10ml 10mg/ml,Atropina Lux*coll 10ml 10mg/ml,Atropina Lux*coll 10ml 10mg/ml,1,1,4,6.34,,,,Taxable Goods,0,0,2732,000307052,2759,atropina-lux-coll-10ml-10mg-ml-000307052
000307088,default,Default,simple,54,base,Atropina Lux ung Oft 1% 5g,Atropina Lux*ung Oft 1% 5g,Atropina Lux*ung Oft 1% 5g,1,1,4,3.12,,,,Taxable Goods,0,0,336,000307088,2759,atropina-lux-ung-oft-1-5g-000307088
000367058,default,Default,simple,54,base,TISANA KELEMATA polvere,"<h3>Denominazione</h3>  <p>TISANA KELEMATA polvere</p>  <h3>Principi attivi</h3>  <p>100 g contengono: <b>Principio attivo:</b> Senna foglie g 51,28 <b>Aromatizzanti ed eccipienti:</b> Gramigna rizoma g 12,83 Guaiaco legno g 6,41 Issopo foglie g 6,41 Parietaria foglie g 6,41 Menta piperita foglie g 5,13 Salsapariglia radici g 6,41 Anice stellato frutti g 2,56 Melissa sommit&agrave; g 2,56</p>  <h3>Eccipienti</h3>  <p>Gramigna, guaiaco, issopo, parietaria, menta piperita, salsapariglia, anice stellato e melissa.</p>  <h3>Indicazioni terapeutiche</h3>  <p>Trattamento di breve durata della stitichezza occasionale.</p>  <h3>Posologia</h3>  <p>La dose corretta &egrave; quella minima sufficiente a produrre una facile evacuazione di feci molli. E&rsquo; consigliabile usare inizialmente le dosi minime previste. Quando necessario, la dose pu&ograve; essere aumentata, ma senza mai superare quella massima indicata. Assumere preferibilmente la sera. I lassativi devono essere usati il meno frequentemente possibile e per non pi&ugrave; di sette giorni. L&rsquo;uso per periodi di tempo maggiori richiede la prescrizione del medico dopo adeguata valutazione del singolo caso. Ingerire insieme ad una adeguata quantit&agrave; di acqua. Una dieta ricca di liquidi favorisce l&rsquo;effetto del medicinale. Prendere la tisana preparata secondo le modalit&agrave; sotto indicate: mettere in una tazza da t&egrave; 1-2 cucchiaini di Tisana Kelemata; versare sopra acqua bollente e lasciare in infusione per 10-15 minuti, quindi colare. Non superare le dosi consigliate.</p>  <h3>Controindicazioni</h3>  <p>Ipersensibilit&agrave; al principio attivo o ad uno qualsiasi degli eccipienti. I lassativi sono controindicati nei soggetti con dolore addominale acuto o di origine sconosciuta, nausea o vomito, ostruzione o stenosi intestinale, sanguinamento rettale di origine sconosciuta, grave stato di disidratazione. Generalmente controindicato durante la gravidanza e l&rsquo;allattamento (vedere p. 4.6). Controindicato nei bambini di et&agrave; inferiore a 10 anni.</p>  <h3>Avvertenze e precauzioni</h3>  <p><b>Avvertenze.</b> L&rsquo;abuso di lassativi (uso frequente o prolungato o con dosi eccessive) pu&ograve; causare diarrea persistente con conseguente perdita di acqua, sali minerali (specialmente potassio) e altri fattori nutritivi essenziali. Nei casi pi&ugrave; gravi &egrave; possibile l&rsquo;insorgenza di disidratazione o ipopotassiemia la quale pu&ograve; determinare disfunzioni cardiache o neuromuscolari, specialmente in caso di contemporaneo trattamento con glicosidi cardiaci, diuretici o corticosteroidi. L&rsquo;abuso di lassativi, specialmente quelli di contatto (lassativi stimolanti) pu&ograve; causare dipendenza (e, quindi, possibile necessit&agrave; di aumentare progressivamente il dosaggio), stitichezza cronica e perdita delle normali funzioni intestinali (atonia intestinale). <b>Precauzioni per l&rsquo;uso.</b> Nei bambini al di sotto dei 12 anni il medicinale pu&ograve; essere usato solo dopo aver consultato il medico. Il trattamento della stitichezza cronica o ricorrente richiede sempre l'intervento del medico per la diagnosi, la prescrizione dei farmaci e la sorveglianza nel corso della terapia. Consultare il medico quando la necessit&agrave; del lassativo deriva da un improvviso cambiamento delle precedenti abitudini intestinali (frequenza e caratteristiche delle evacuazioni) che duri da pi&ugrave; di due settimane o quando l'uso del lassativo non riesce a produrre effetti. E' inoltre opportuno che i soggetti anziani o in non buone condizioni di salute consultino il medico prima di usare il medicinale.</p>  <h3>Interazioni</h3>  <p>I lassativi possono ridurre il tempo di permanenza nell&rsquo;intestino, e, quindi, l&rsquo;assorbimento, di altri farmaci somministrati contemporaneamente per via orale. Evitare, quindi di ingerire contemporaneamente lassativi ed altri farmaci: dopo avere preso un medicinale lasciare trascorrere un intervallo di almeno due ore prima di prendere il lassativo. Il latte o gli antiacidi possono modificare l&rsquo;effetto del medicinale; lasciare trascorrere un intervallo di almeno un ora prima di prendere il lassativo.</p>  <h3>Gravidanza e allattamento</h3>  <p>Non esistono studi adeguati e ben controllati sull&rsquo;uso del medicinale in gravidanza o nell&rsquo;allattamento. Pertanto il medicinale deve essere usato solo in caso di necessit&agrave;, sotto il diretto controllo del medico, dopo aver valutato il beneficio atteso per la madre in rapporto al possibile rischio per il feto o per il lattante.</p>  <h3>Effetti sulla guida e sull'uso di macchinari</h3>  <p>Nessuno.</p>  <h3>Effetti indesiderati</h3>  <p>Occasionalmente: dolori crampiformi isolati o coliche addominali, pi&ugrave; frequenti nei casi di stitichezza grave. Con l&rsquo;uso del prodotto, le urine talvolta si colorano leggermente in giallo-bruno o rosso. Tale colorazione &egrave; semplicemente dovuta alla presenza nelle urine di componenti della senna e non &egrave; clinicamente significativa.</p>  <h3>Sovradosaggio</h3>  <p>Dosi eccessive possono causare dolori addominali e diarrea; le conseguenti perdite di liquidi ed elettroliti devono essere rimpiazzate. Vedere inoltre quanto riportato nel paragrafo &ldquo;Speciali avvertenze e precauzioni per l&rsquo;uso&rdquo; circa l&rsquo;abuso di lassativi.</p>  <h3>Conservazione</h3>  <p>Conservare il prodotto al di sotto dei 30&deg;C.</p>",TISANA KELEMATA polvere,1,1,4,9.18,,,,Taxable Goods,4,1,223,000367058,2759,tisana-kelemata-polvere-000367058
000367072,default,Default,simple,54,base,TISANA KELEMATA,"<h3>Denominazione</h3>  <p>TISANA KELEMATA</p>  <h3>Principi attivi</h3>  <p>Ogni bustina contiene: <table border=0 cellspacing=0 cellpadding=3>  <tr>  <td valign=top>&nbsp;</td>  <td valign=top>BUSTINA  DA g 1,3</td> <td valign=top>BUSTINA DA g 2</td>  </tr>  <tr>  <td colspan=3 valign=top><b>Principio attivo</b>:</td>  </tr>  <tr>  <td valign=top>Senna foglie</td>  <td valign=top>g  0,667</td>  <td valign=top>g  1,026</td>  </tr>  <tr>  <td colspan=2 valign=top><b>Aromatizzanti ed  eccipienti</b>:</td>  <td valign=top>&nbsp;</td>  </tr>  <tr>  <td valign=top>Gramigna rizoma</td>  <td valign=top>g  0,167</td>  <td valign=top>g 0,256</td>  </tr>  <tr>  <td valign=top>Guaiaco legno</td>  <td valign=top>g  0,083</td>  <td valign=top>g  0.128</td>  </tr> <tr>  <td valign=top>Issopo foglie</td>  <td valign=top>g 0,083</td>  <td valign=top>g  0,128</td>  </tr>  <tr>  <td valign=top>Parietaria foglie</td>  <td valign=top>g 0,083</td>  <td valign=top>g  0,128</td>  </tr>  <tr>  <td valign=top>Menta piperita  foglie</td>  <td valign=top>g 0,067</td> <td valign=top>g  0,102</td>  </tr>  <tr>  <td valign=top>Salsapariglia  radici</td>  <td valign=top>g 0,083</td>  <td valign=top>g  0,128</td>  </tr>  <tr>  <td valign=top>Anice stellato  frutti</td>  <td valign=top>g 0,033</td>  <td valign=top>g  0,052</td>  </tr>  <tr>  <td valign=top>Melissa sommit&agrave;</td>  <td valign=top>g 0,033</td>  <td valign=top>g  0,052</td>  </tr> </table></p>  <h3>Eccipienti</h3>  <p>Gramigna, guaiaco, issopo, parietaria, menta piperita, salsapariglia, anice stellato e melissa.</p>  <h3>Indicazioni terapeutiche</h3>  <p>Trattamento di breve durata della stitichezza occasionale.</p>  <h3>Posologia</h3>  <p>La dose corretta &egrave; quella minima sufficiente a produrre una facile evacuazione di feci molli. E&rsquo; consigliabile usare inizialmente le dosi minime previste. Quando necessario, la dose pu&ograve; essere aumentata, ma senza mai superare quella massima indicata. Assumere preferibilmente la sera. I lassativi devono essere usati il meno frequentemente possibile e per non pi&ugrave; di sette giorni. L&rsquo;uso per periodi di tempo maggiori richiede la prescrizione del medico dopo adeguata valutazione del singolo caso. Ingerire insieme ad una adeguata quantit&agrave; di acqua. Una dieta ricca di liquidi favorisce l&rsquo;effetto del medicinale. Prendere la tisana preparata secondo le modalit&agrave; sotto indicate: mettere in una tazza da t&egrave; 1 bustina da g 2 o 1-2 bustine da g 1,3 di Tisana Kelemata; versare sopra acqua bollente e lasciare in infusione per 10-15 minuti. Non superare le dosi consigliate.</p>  <h3>Controindicazioni</h3>  <p>Ipersensibilit&agrave; al principio attivo o ad uno qualsiasi degli eccipienti. I lassativi sono controindicati nei soggetti con dolore addominale acuto o di origine sconosciuta, nausea o vomito, ostruzione o stenosi intestinale, sanguinamento rettale di origine sconosciuta, grave stato di disidratazione. Generalmente controindicato durante la gravidanza e l&rsquo;allattamento (vedere p. 4.6). Controindicato nei bambini di et&agrave; inferiore a 10 anni.</p>  <h3>Avvertenze e precauzioni</h3>  <p><b>Avvertenze.</b> L&rsquo;abuso di lassativi (uso frequente o prolungato o con dosi eccessive)pu&ograve; causare diarrea persistente con conseguente perdita di acqua, sali minerali (specialmente potassio) e altri fattori nutritivi essenziali. Nei casi pi&ugrave; gravi &egrave; possibile l&rsquo;insorgenza di disidratazione o ipopotassiemia la quale pu&ograve; determinare disfunzioni cardiache o neuromuscolari, specialmente in caso di contemporaneo trattamento con glicosidi cardiaci, diuretici o corticosteroidi. L&rsquo;abuso di lassativi, specialmente quelli di contatto (lassativi stimolanti) pu&ograve; causare dipendenza (e, quindi, possibile necessit&agrave; di aumentare progressivamente il dosaggio), stitichezza cronica e perdita delle normali funzioni intestinali (atonia intestinale). <b>Precauzioni per l&rsquo;uso.</b> Nei bambini al di sotto dei 12 anni il medicinale pu&ograve; essere usato solo dopo aver consultato il medico. Il trattamento della stitichezza cronica o ricorrente richiede sempre l'intervento del medico per la diagnosi, la prescrizione dei farmaci e la sorveglianza nel corso della terapia. Consultare il medico quando la necessit&agrave; del lassativo deriva da un improvviso cambiamento delle precedenti abitudini intestinali (frequenza e caratteristiche delle evacuazioni) che duri da pi&ugrave; di due settimane o quando l'uso del lassativo non riesce a produrre effetti. E' inoltre opportuno che i soggetti anziani o in non buone condizioni di salute consultino il medico prima di usare il medicinale.</p>  <h3>Interazioni</h3>  <p>I lassativi possono ridurre il tempo di permanenza nell&rsquo;intestino, e, quindi, l&rsquo;assorbimento, di altri farmaci somministrati contemporaneamente per via orale. Evitare, quindi di ingerire contemporaneamente lassativi ed altri farmaci: dopo avere preso un medicinale lasciare trascorrere un intervallo di almeno due ore prima di prendere il lassativo. Il latte o gli antiacidi possono modificare l&rsquo;effetto del medicinale; lasciare trascorrere un intervallo di almeno un ora prima di prendere il lassativo.</p>  <h3>Gravidanza e allattamento</h3>  <p>Non esistono studi adeguati e ben controllati sull&rsquo;uso del medicinale in gravidanza o nell&rsquo;allattamento. Pertanto il medicinale deve essere usato solo in caso di necessit&agrave;, sotto il diretto controllo del medico, dopo aver valutato il beneficio atteso per la madre in rapporto al possibile rischio per il feto o per il lattante.</p>  <h3>Effetti sulla guida e sull'uso di macchinari</h3>  <p>Nessuno.</p>  <h3>Effetti indesiderati</h3>  <p>Occasionalmente: dolori crampiformi isolati o coliche addominali, pi&ugrave; frequenti nei casi di stitichezza grave. Con l&rsquo;uso del prodotto, le urine talvolta si colorano leggermente in giallo-bruno o rosso. Tale colorazione &egrave; semplicemente dovuta alla presenza nelle urine di componenti della senna e non &egrave; clinicamente significativa.</p>  <h3>Sovradosaggio</h3>  <p>Dosi eccessive possono causare dolori addominali e diarrea; le conseguenti perdite di liquidi ed elettroliti devono essere rimpiazzate. Vedere inoltre quanto riportato nel paragrafo &ldquo;Speciali avvertenze e precauzioni per l&rsquo;uso&rdquo; circa l&rsquo;abuso di lassativi.</p>  <h3>Conservazione</h3>  <p>Conservare il prodotto al di sotto dei 30&deg;C.</p>",TISANA KELEMATA,1,1,4,9.18,,,,Taxable Goods,1,1,223,000367072,2759,tisana-kelemata-000367072
000444063,default,Default,simple,54,base,Vegetallumina gel 40g,Vegetallumina*gel 40g,Vegetallumina*gel 40g,1,1,4,7.38,,,,Taxable Goods,0,0,224,000444063,2759,vegetallumina-gel-40g-000444063
000550057,default,Default,simple,54,base,Tiroide Vister deb 30cpr Riv10,Tiroide Vister*deb 30cpr Riv10,Tiroide Vister*deb 30cpr Riv10,1,1,4,6.02,,,,Taxable Goods,1,1,5281,000550057,2759,tiroide-vister-deb-30cpr-riv10-000550057
000590036,default,Default,simple,54,base,"Rinazina bb Gtt 10ml 0,025%","Rinazina*bb Gtt 10ml 0,025%","Rinazina*bb Gtt 10ml 0,025%",1,1,4,4.86,,,,Taxable Goods,0,0,226,000590036,2759,rinazina-bb-gtt-10ml-0-025-000590036
000590051,default,Default,simple,54,base,RINAZINA 1 MG/ML,"<h3>Denominazione</h3>  <p>RINAZINA 1 MG/ML</p>  <h3>Principi attivi</h3>  <p>1 ml di soluzione contiene: Principio attivo: nafazolina nitrato 1 mg <u>Eccipienti con effetti noti</u>: benzalconio cloruro Per l&rsquo;elenco completo degli eccipienti, vedere paragrafo 6.1.</p>  <h3>Eccipienti</h3>  <p>RINAZINA 1 mg/ml gocce nasali, soluzione: sodio cloruro, disodio edetato, sodio fosfato monobasico diidrato, acido fosforico concentrato, <b>benzalconio cloruro</b>, acqua depurata. RINAZINA 1 mg/ml spray nasale, soluzione: sodio cloruro, disodio edetato, sodio fosfato monobasico diidrato, acido fosforico concentrato, <b>benzalconio cloruro</b>, aroma balsamico, acqua depurata.</p>  <h3>Indicazioni terapeutiche</h3>  <p>Decongestionante nasale in corso di riniti e faringiti acute catarrali, di riniti allergiche, di sinusiti acute.</p>  <h3>Posologia</h3>  <p><b>Gocce nasali:</b> Adulti: 2-3 gocce in ciascuna narice, 2-3 volte al giorno <b>Spray nasale:</b> Adulti: 1-2 nebulizzazioni in ciascuna narice, 2-3 volte al giorno. <i>Popolazione Pediatrica</i>: Il medicinale &egrave; controindicato nei bambini di et&agrave; inferiore ai 12 anni (vedere paragrafo 4.3). Attenersi scrupolosamente alle dosi consigliate. Un dosaggio superiore del prodotto anche se assunto per via topica e per breve periodo di tempo pu&ograve; dar luogo ad effetti sistemici gravi. In assenza di risposta terapeutica completa entro pochi giorni, consultare il medico; in ogni caso, il trattamento non deve essere protratto per oltre una settimana.</p>  <h3>Controindicazioni</h3>  <p>Ipersensibilit&agrave; al principio attivo o ad uno qualsiasi degli eccipienti elencati al paragrafo 6.1. Malattie cardiache ed ipertensione arteriosa gravi. Glaucoma. Ipertiroidismo. <b> <u>Il medicinale &egrave; controindicato nei bambini di et&agrave; inferiore ai 12 anni.</u> </b> Non somministrare durante e nelle due settimane successive a terapia con farmaci antidepressivi.</p>  <h3>Avvertenze e precauzioni</h3>  <p>Impiegare con cautela negli anziani e nei portatori di ipertrofia prostatica per il pericolo di ritenzione urinaria. Nei pazienti con malattie cardiovascolari, specialmente negli ipertesi, l'uso dei decongestionanti nasali deve essere comunque di volta in volta sottoposto al giudizio del medico. L'uso protratto di vasocostrittori pu&ograve; alterare la normale funzione della mucosa del naso e dei seni paranasali inducendo anche assuefazione al farmaco. Il ripetere le applicazioni per un lungo periodo di tempo pu&ograve; risultare dannoso. RINAZINA gocce nasali e spray nasale contengono 0,1 mg/ml di benzalconio cloruro. Benzalconio cloruro (BAC) contenuto come conservante in RINAZINA gocce nasali e spray nasale pu&ograve; provocare irritazione e un rigonfiamento della mucosa nasale, specialmente se usato per lunghi periodi. Se si sospetta tale reazione (congestione nasale persistente), deve essere usato, se possibile, un medicinale per uso nasale senza BAC. Se tali medicinali per uso nasale senza BAC non fossero disponibili, dovr&agrave; essere considerata un&rsquo;altra forma farmaceutica. Pu&ograve; causare broncospasmo. L'uso, specie se prolungato, dei prodotti topici pu&ograve; dare luogo a fenomeni di sensibilizzazione; in tal caso &egrave; necessario interrompere il trattamento e, se del caso, istituire una terapia idonea. Con l&rsquo;uso di farmaci simpaticomimetici, ai quali appartiene anche la nafazolina, sono stati riportati rari casi di encefalopatia posteriore reversibile/sindrome reversibile da vasocostrizione cerebrale. I sintomi riferiti comprendono insorgenza improvvisa di cefalea grave, nausea, vomito e disturbi della visione. La maggior parte dei casi migliora o si risolve in pochi giorni in seguito a trattamento appropriato. L&rsquo;uso della nafazolina deve essere immediatamente interrotto e deve essere consultato il medico se si manifestano segni e/o sintomi di encefalopatia posteriore reversibile/sindrome reversibile da vasocostrizione cerebrale.</p>  <h3>Interazioni</h3>  <p>Il farmaco pu&ograve; interagire con farmaci antidepressivi.</p>  <h3>Gravidanza e allattamento</h3>  <p>In gravidanza e nell&rsquo;allattamento, RINAZINA deve essere usata solo dopo aver consultato il medico e aver valutato con lui il rapporto rischio/beneficio nel proprio caso.</p>  <h3>Effetti sulla guida e sull'uso di macchinari</h3>  <p>Non sono noti effetti indesiderati sulla capacit&agrave; di guidare veicoli o sull'uso di macchinari.</p>  <h3>Effetti indesiderati</h3>  <p>Il prodotto pu&ograve; determinare localmente fenomeni di rimbalzo di sensibilizzazione e congestione delle mucose. Per rapido assorbimento della nafazolina attraverso le mucose infiammate, si possono verificare effetti sistemici consistenti in ipertensione arteriosa, bradicardia riflessa, cefalea, disturbi della minzione. <u>Segnalazione delle reazioni avverse sospette</u> La segnalazione delle reazioni avverse sospette che si verificano dopo l&rsquo;autorizzazione del medicinale &egrave; importante, in quanto permette un monitoraggio continuo del rapporto beneficio/rischio del medicinale. Agli operatori sanitari &egrave; richiesto di segnalare qualsiasi reazione avversa sospetta tramite il sistema nazionale di segnalazione all&rsquo;indirizzo https://www.aifa.gov.it/content/segnalazioni-reazioni-avverse.</p>  <h3>Sovradosaggio</h3>  <p>Il prodotto, se accidentalmente ingerito o se impiegato per lungo periodo a dosi eccessive, pu&ograve; determinare fenomeni tossici. Esso va tenuto lontano dalla portata dei bambini poich&eacute; l'ingestione accidentale pu&ograve; provocare sedazione spiccata. In caso di sovradosaggio pu&ograve; comparire ipertensione arteriosa, tachicardia, fotofobia, cefalea intensa, oppressione toracica e, nei bambini, ipotermia e grave depressione del Sistema Nervoso Centrale con spiccata sedazione, che richiedono l'adozione di adeguate misure d'urgenza.</p>  <h3>Conservazione</h3>  <p><i>RINAZINA 1 mg/ml spray nasale, soluzione:</i> Questo medicinale non richiede alcuna condizione particolare di conservazione. <i>RINAZINA 1 mg/ml gocce nasali, soluzione</i>: Conservare a temperatura inferiore a 25&deg;C. Conservare in posizione verticale.</p>",RINAZINA 1 MG/ML,1,1,4,10.22,,,,Taxable Goods,20,1,3999,000590051,2759,rinazina-1-mg-ml-000590051
000850127,default,Default,simple,54,base,Betotal scir Fl 100g,Betotal*scir Fl 100g,Betotal*scir Fl 100g,1,1,4,6.57,,,,Taxable Goods,0,0,227,000850127,2759,betotal-scir-fl-100g-000850127
000872034,default,Default,simple,54,base,Rinovit dos Basso Gtt Rino30ml,Rinovit*dos Basso Gtt Rino30ml,Rinovit*dos Basso Gtt Rino30ml,1,1,4,3.80,,,,Taxable Goods,0,0,222,000872034,2759,rinovit-dos-basso-gtt-rino30ml-000872034
000872046,default,Default,simple,54,base,Rinovit dos Basso Ung Rinol 8g,Rinovit*dos Basso Ung Rinol 8g,Rinovit*dos Basso Ung Rinol 8g,1,1,4,3.02,,,,Taxable Goods,0,0,222,000872046,2759,rinovit-dos-basso-ung-rinol-8g-000872046
001042023,default,Default,simple,54,base,Valeriana Alfa 30cpr Riv 100mg,Valeriana Alfa*30cpr Riv 100mg,Valeriana Alfa*30cpr Riv 100mg,1,1,4,7.83,,,,Taxable Goods,0,0,229,001042023,2759,valeriana-alfa-30cpr-riv-100mg-001042023
001063066,default,Default,simple,54,base,Balsamo Sifcamina pom 50g,Balsamo Sifcamina*pom 50g,Balsamo Sifcamina*pom 50g,1,1,4,8.11,,,,Taxable Goods,0,0,5281,001063066,2759,balsamo-sifcamina-pom-50g-001063066
001063078,default,Default,simple,54,base,"Balsamo Sifcamina spray 34,5g","Balsamo Sifcamina*spray 34,5g","Balsamo Sifcamina*spray 34,5g",1,1,4,11.69,,,,Taxable Goods,0,0,5281,001063078,2759,balsamo-sifcamina-spray-34-5g-001063078
001063080,default,Default,simple,54,base,Balsamo Sifcamina gel 40g,Balsamo Sifcamina*gel 40g,Balsamo Sifcamina*gel 40g,1,1,4,8.11,,,,Taxable Goods,0,0,5281,001063080,2759,balsamo-sifcamina-gel-40g-001063080
001250012,default,Default,simple,54,base,Hepatos scir Fl 200g,Hepatos*scir Fl 200g,Hepatos*scir Fl 200g,1,1,4,7.01,,,,Taxable Goods,0,0,5281,001250012,2759,hepatos-scir-fl-200g-001250012
001250024,default,Default,simple,54,base,Hepatos B12 scir 175g,Hepatos B12*scir 175g,Hepatos B12*scir 175g,1,1,4,6.82,,,,Taxable Goods,0,0,5281,001250024,2759,hepatos-b12-scir-175g-001250024
