sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,status,visibility,price,special_price,special_from_date,special_to_date,tax_class_name,qty,is_in_stock,manufacturer,ean,supplier,url_key
001740063,default,Default,simple,54,base,ALLERGAN 2G/100 G CREMA,"<h3>Denominazione</h3>  <p>ALLERGAN 2G/100 G CREMA</p>  <h3>Principi attivi</h3>  <p>100g di crema contengono: Principio attivo: Difenidramina cloridrato g. 2 Eccipienti con effetto noto: lanolina, metile p-idrossibenzoato (E218), propile p-idrossibenzoato (E216). <i>Per gli eccipienti vedi 6.1</i>.</p>  <h3>Eccipienti</h3>  <p>Acido stearico, glicerina, lanolina, trietanolammina, metile p-idrossibenzoato (E218), propile p-idrossibenzoato (E216), acqua distillata.</p>  <h3>Indicazioni terapeutiche</h3>  <p>Trattamento sintomatico locale di dermatiti pruriginose, eritema solare, punture di insetti.</p>  <h3>Posologia</h3>  <p>Spalmare un sottile strato sulla parte interessata, 2 o 3 volte al giorno. Non superare le dosi consigliate.</p>  <h3>Controindicazioni</h3>  <p>Ipersensibilit&agrave; nota verso i componenti e verso altri antistaminici di analoga struttura chimica. Bambini al di sotto dei 2 anni.</p>  <h3>Avvertenze e precauzioni</h3>  <p>Non utilizzare con bendaggio occlusivo. L'impiego del prodotto, specie se prolungato, pu&ograve; dare origine a fenomeni di sensibilizzazione; ove ci&ograve; si verifichi interrompere il trattamento e consultare il medico. Applicare la crema su zone ridotte della pelle. ALLERGAN Crema non va applicato su zone della pelle con vesciche, su piaghe vive e superfici in via di cicatrizzazione. Evitare il contatto con gli occhi o altre membrane mucose. Nel caso di eritema solare non esporre successivamente la pelle al sole. Se dopo un breve periodo di trattamento non si notasse alcun miglioramento o se si manifestassero eruzioni cutanee, fenomeni di irritazioni e bruciori, sospendere il trattamento e rivolgersi al medico. Non utilizzare il medicinale dopo la data di scadenza indicata sulla confezione. Tenere il medicinale fuori dalla portata dei bambini. <b>Informazioni importanti su alcuni eccipienti</b> Questo medicinale contiene: &bull; lanolina: pu&ograve; causare reazioni cutanee locali (ad es. dermatite da contatto). &bull; metile p-idrossibenzoato (E218) e propile p-idrossibenzoato (E216): possono causare reazioni allergiche (anche ritardate).</p>  <h3>Interazioni</h3>  <p>Nessuna nota.</p>  <h3>Gravidanza e allattamento</h3>  <p>Nelle donne in stato di gravidanza e durante l'allattamento il prodotto va usato solo in caso di effettiva necessit&agrave; e sotto il diretto controllo del medico.</p>  <h3>Effetti sulla guida e sull'uso di macchinari</h3>  <p>Non pertinente.</p>  <h3>Effetti indesiderati</h3>  <p>Sono stati riscontrati bruciore, eruzioni cutanee, reazioni di fotosensibilit&agrave;. <b> <u>Segnalazione di reazioni avverse sospette</u> </b> La segnalazione delle reazioni avverse sospette che si verificano dopo l&rsquo;autorizzazione del medicinale &egrave; importante, in quanto permette un monitoraggio continuo del rapporto beneficio/rischio del medicinale. Agli operatori sanitari &egrave; richiesto di segnalare qualsiasi reazione avversa sospetta tramite il sistema nazionale di segnalazione all&rsquo;indirizzo https://www.aifa.gov.it/content/segnalazioni-reazioni-avverse</p>  <h3>Sovradosaggio</h3>  <p>Non segnalati fenomeni di iperdosaggio. Eventualmente, adottare terapia sintomatica.</p>  <h3>Conservazione</h3>  <p>Nessuna.</p>",ALLERGAN 2G/100 G CREMA,1,1,4,9.45,,,,Taxable Goods,2,1,232,001740063,2759,allergan-2g-100-g-crema-001740063
001802026,default,Default,simple,54,base,Goccemed collut 30ml 5g/100ml,Goccemed*collut 30ml 5g/100ml,Goccemed*collut 30ml 5g/100ml,1,1,4,7.85,,,,Taxable Goods,0,0,233,001802026,2759,goccemed-collut-30ml-5g-100ml-001802026
002021018,default,Default,simple,54,base,"Tefamin im 10f 1,5ml 0,24g","Tefamin*im 10f 1,5ml 0,24g","Tefamin*im 10f 1,5ml 0,24g",1,1,4,3.43,,,,Taxable Goods,0,0,235,002021018,2759,tefamin-im-10f-1-5ml-0-24g-002021018
002021032,default,Default,simple,54,base,Tefamin iv 5f 10ml 240mg/10ml,Tefamin*iv 5f 10ml 240mg/10ml,Tefamin*iv 5f 10ml 240mg/10ml,1,1,4,2.11,,,,Taxable Goods,0,0,235,002021032,2759,tefamin-iv-5f-10ml-240mg-10ml-002021032
002021044,default,Default,simple,54,base,Tefamin 30cpr Riv 200mg,Tefamin*30cpr Riv 200mg,Tefamin*30cpr Riv 200mg,1,1,4,1.90,,,,Taxable Goods,0,0,235,002021044,2759,tefamin-30cpr-riv-200mg-002021044
002021069,default,Default,simple,54,base,"Tefamin scir 200ml 1,58g/100ml","Tefamin*scir 200ml 1,58g/100ml","Tefamin*scir 200ml 1,58g/100ml",1,1,4,1.59,,,,Taxable Goods,0,0,235,002021069,2759,tefamin-scir-200ml-1-58g-100ml-002021069
002039028,default,Default,simple,54,base,Aureomicina ad 16cps 250mg,Aureomicina*ad 16cps 250mg,Aureomicina*ad 16cps 250mg,1,1,4,1.50,,,,Taxable Goods,0,0,257,002039028,2759,aureomicina-ad-16cps-250mg-002039028
002039042,default,Default,simple,54,base,"Aureomicina crema Oft 3,5g","Aureomicina*crema Oft 3,5g","Aureomicina*crema Oft 3,5g",1,1,4,2.24,,,,Taxable Goods,0,0,257,002039042,2759,aureomicina-crema-oft-3-5g-002039042
002039055,default,Default,simple,54,base,"Aureomicina ung Derm 3% 14,2g","Aureomicina*ung Derm 3% 14,2g","Aureomicina*ung Derm 3% 14,2g",1,1,4,5.98,,,,Taxable Goods,3,1,712,002039055,2759,aureomicina-ung-derm-3-14-2g-002039055
002089151,default,Default,simple,54,base,Arscolloid gengivario Fl 20g,Arscolloid*gengivario Fl 20g,Arscolloid*gengivario Fl 20g,1,1,4,6.21,,,,Taxable Goods,0,0,222,002089151,2759,arscolloid-gengivario-fl-20g-002089151
002089175,default,Default,simple,54,base,Arscolloid collut 30g,Arscolloid*collut 30g,Arscolloid*collut 30g,1,1,4,6.21,,,,Taxable Goods,0,0,222,002089175,2759,arscolloid-collut-30g-002089175
002089187,default,Default,simple,54,base,Arscolloid concentrato Fl 10g,Arscolloid*concentrato Fl 10g,Arscolloid*concentrato Fl 10g,1,1,4,6.21,,,,Taxable Goods,0,0,222,002089187,2759,arscolloid-concentrato-fl-10g-002089187
002129017,default,Default,simple,54,base,Dintoina 30cpr Riv 100mg,Dintoina*30cpr Riv 100mg,Dintoina*30cpr Riv 100mg,1,1,4,0.97,,,,Taxable Goods,0,0,222,002129017,2759,dintoina-30cpr-riv-100mg-002129017
002177018,default,Default,simple,54,base,"Pensulvit ung Oft 6,5g","Pensulvit*ung Oft 6,5g","Pensulvit*ung Oft 6,5g",1,1,4,7.23,,,,Taxable Goods,5,1,5276,002177018,2759,pensulvit-ung-oft-6-5g-002177018
002238044,default,Default,simple,54,base,"Anatetall iniet 1sir 0,5ml40ui","Anatetall*iniet 1sir 0,5ml40ui","Anatetall*iniet 1sir 0,5ml40ui",1,1,4,4.80,,,,Taxable Goods,0,0,669,002238044,2759,anatetall-iniet-1sir-0-5ml40ui-002238044
002258010,default,Default,simple,54,base,Emopon 12 os 10fl 5ml,Emopon 12*os 10fl 5ml,Emopon 12*os 10fl 5ml,1,1,4,6.86,,,,Taxable Goods,0,0,438,002258010,2759,emopon-12-os-10fl-5ml-002258010
002258022,default,Default,simple,54,base,Emopon 12 os 30fl 5ml,Emopon 12*os 30fl 5ml,Emopon 12*os 30fl 5ml,1,1,4,12.90,,,,Taxable Goods,0,0,438,002258022,2759,emopon-12-os-30fl-5ml-002258022
002309033,default,Default,simple,54,base,Folina im 5f 2ml 15mg,Folina*im 5f 2ml 15mg,Folina*im 5f 2ml 15mg,1,1,4,4.02,,,,Taxable Goods,1,1,5281,002309033,2759,folina-im-5f-2ml-15mg-002309033
002309045,default,Default,simple,54,base,Folina 20cps Molli 5mg,Folina*20cps Molli 5mg,Folina*20cps Molli 5mg,1,1,4,1.69,,,,Taxable Goods,3,1,5281,002309045,2759,folina-20cps-molli-5mg-002309045
002309058,default,Default,simple,54,base,Folina 60cps Molli 5mg,Folina*60cps Molli 5mg,Folina*60cps Molli 5mg,1,1,4,3.61,,,,Taxable Goods,13,1,5281,002309058,2759,folina-60cps-molli-5mg-002309058
002309060,default,Default,simple,54,base,Folina 28cps Molli 5mg,Folina*28cps Molli 5mg,Folina*28cps Molli 5mg,1,1,4,2.33,,,,Taxable Goods,9,1,5281,002309060,2759,folina-28cps-molli-5mg-002309060
002309072,default,Default,simple,54,base,Folina 120cps Molli 5mg,Folina*120cps Molli 5mg,Folina*120cps Molli 5mg,1,1,4,5.84,,,,Taxable Goods,4,1,5281,002309072,2759,folina-120cps-molli-5mg-002309072
002427274,default,Default,simple,54,base,AMARO MEDICINALE GIULIANI SOLUZIONE ORALE,"<h3>Denominazione</h3>  <p>AMARO MEDICINALE GIULIANI SOLUZIONE ORALE</p>  <h3>Principi attivi</h3>  <p>100 g di soluzione contengono: <u>Principi attivi</u>: Rabarbaro estratto molle 356 mg Cascara estratto secco 121 mg Genziana estratto molle 111 mg Boldo estratto molle 100 mg Eccipienti con effetti noti: paraidrossibenzoati, alcool etilico, saccarosio, sodio Per l&rsquo;elenco completo degli eccipienti, vedere paragrafo 6.1.</p>  <h3>Eccipienti</h3>  <p>Aromi naturali, Glicerina, Caramello, Sodio bicarbonato, Esteri dell&rsquo;acido p&ndash;idrossi&ndash;benzoico sale sodico, Alcool, Essenze, Saccarosio, Acqua.</p>  <h3>Indicazioni terapeutiche</h3>  <p>AMARO MEDICINALE GIULIANI &egrave; utilizzato in adulti e bambini (al di sopra dei 10 anni d&rsquo;et&agrave;) in caso di: &bull; Difficolt&agrave; digestive (quali senso di pesantezza allo stomaco, sonnolenza dopo i pasti). &bull; Mancanza di appetito. &bull; Trattamento di breve durata della stitichezza occasionale.</p>  <h3>Posologia</h3>  <p><u>Posologia </u> <b> <i>Adulti </i> </b> <i> <u>Per favorire la digestione, stimolando la funzione biliare: </u> </i> &bull; nel caso di AMARO MEDICINALE GIULIANI in flacone: un bicchiere dosatore (pari a 20 ml, misurabili con il dosatore incluso) dopo i due pasti principali, &bull; nel caso di AMARO MEDICINALE GIULIANI in flaconcino: un flaconcino monodose dopo i due pasti principali. <i> <u>Per stimolare l&rsquo;appetito: </u> </i> &bull; nel caso di AMARO MEDICINALE GIULIANI in flacone: un bicchiere dosatore (pari a 20 ml, misurabili con il dosatore incluso) prima dei due pasti principali, &bull; nel caso di AMARO MEDICINALE GIULIANI in flaconcino: un flaconcino monodose, prima dei due pasti principali. <i> <u>Come lassativo: </u> </i> &bull; nel caso di AMARO MEDICINALE GIULIANI in flacone: 1&ndash;2 bicchieri dosatori (pari a 20&ndash;40 ml, misurabili con il dosatore incluso la sera, prima di coricarsi, &bull; nel caso di AMARO MEDICINALE GIULIANI in flaconcino: 1&ndash;2 flaconcini monodose, preferibilmente la sera, prima di coricarsi. I lassativi devono essere usati il meno frequentemente possibile e per non pi&ugrave; di 7 giorni. L&rsquo;uso per periodi di tempo maggiori richiede la prescrizione del medico, dopo adeguata valutazione del singolo caso. <b> <i> <u>Popolazione pediatrica </u> </i> </b> L&rsquo;uso di AMARO MEDICINALE GIULIANI nei bambini di et&agrave; superiore a 10 anni prevede che le dosi siano dimezzate e che il prodotto sia diluito in acqua. La dose corretta &egrave; quella minima sufficiente a produrre una evacuazione di feci molli.E&rsquo; consigliabile usare inizialmente le dosi minime previste. Quando necessario, la dose pu&ograve; essere poi aumentata, ma senza mai superare quella massima indicata. Modo di somministrazione AMARO MEDICINALE GIULIANI pu&ograve; essere preso come tale o diluito in acqua. In ogni caso, ingerire il medicinale insieme ad una adeguata quantit&agrave; di acqua (un bicchiere abbondante). Una dieta ricca di liquidi favorisce l&rsquo;effetto del medicinale.</p>  <h3>Controindicazioni</h3>  <p>Ipersensibilit&agrave; ai principi attivi o ad uno qualsiasi degli altri componenti di questo medicinale elencati al paragrafo 6.1. I lassativi sono controindicati nei soggetti con dolore addominale acuto o di origine sconosciuta, nausea o vomito, ostruzione o stenosi intestinale, sanguinamento rettale di origine sconosciuta, grave stato di disidratazione.</p>  <h3>Avvertenze e precauzioni</h3>  <p>L&rsquo;abuso di lassativi (uso frequente o prolungato o con dosi eccessive) pu&ograve; causare diarrea persistente con conseguente perdita di acqua, sali minerali (specialmente potassio) e altri fattori nutritivi essenziali. Nei casi pi&ugrave; gravi &egrave; possibile l&rsquo;insorgenza di disidratazione o ipopotassiemia la quale pu&ograve; determinare disfunzioni cardiache o neuromuscolari, specialmente in caso di contemporaneo trattamento con glicosidi cardiaci, diuretici o corticosteroidi. L&rsquo;abuso di lassativi, specialmente quelli di contatto (lassativi stimolanti), pu&ograve; causare dipendenza (e, quindi, possibile necessit&agrave; di aumentare progressivamente il dosaggio), stitichezza cronica e perdita delle normali funzioni intestinali (atonia intestinale). Se gli episodi di stitichezza si presentano ripetutamente deve essere consultato il medico. Il trattamento della stitichezza cronica o ricorrente richiede sempre l&rsquo;intervento del medico per la diagnosi, la prescrizione dei farmaci e la sorveglianza nel corso della terapia. Consultare il medico quando la necessit&agrave; del lassativo deriva da un improvviso cambiamento delle precedenti abitudini intestinali (frequenza e caratteristiche delle evacuazioni) che duri da pi&ugrave; di due settimane o quando l&rsquo;uso del lassativo non riesce a produrre effetti. E&rsquo; inoltre opportuno che i soggetti anziani o in non buone condizioni di salute consultino il medico prima di usare il medicinale. <i>Popolazione pediatrica </i> Nei bambini al di sotto dei 10 anni il medicinale pu&ograve; essere usato solo dopo aver consultato il medico. <u>Informazioni importanti su alcuni eccipienti </u> Il prodotto contiene saccarosio, di ci&ograve; si tenga conto in caso di diabete o di diete ipocaloriche. I pazienti affetti da rari problemi ereditari di intolleranza al fruttosio, da malassorbimento di glucosio&ndash;galattosio, o da insufficienza di sucrasi isomaltasi, non devono assumere questo medicinale. Il prodotto contiene paraidrossibenzoati. Pu&ograve; causare reazioni allergiche (anche ritardate). Questo medicinale contiene 10 vol % di etanolo (alcool), cio&egrave; fino a 1,5 g di alcool per dose, equivalenti a 38 ml di birra o 16 ml di vino per dose. Pu&ograve; essere dannoso per gli alcolisti. Da tenere in considerazione per le donne in gravidanza o in allattamento, nei bambini e nei gruppi ad alto rischio come le persone affette da patologie epatiche (in particolare per quelli affetti da etilismo cronico) o epilessia. Questo medicinale contiene 1,12 mmol di <b>sodio </b>per dose (nel caso dei flaconcini 1,06 mmol per dose). Da tenere in considerazione in persone con ridotta funzionalit&agrave; renale o che seguono una dieta a basso contenuto di sodio.</p>  <h3>Interazioni</h3>  <p>I lassativi possono ridurre il tempo di permanenza nell&rsquo;intestino, e quindi l&rsquo;assorbimento, di altri farmaci somministrati contemporaneamente per via orale. Evitare quindi di ingerire contemporaneamente lassativi ed altri farmaci: dopo aver preso un medicinale lasciare trascorrere un intervallo di almeno 2 ore prima di prendere il lassativo. Il latte o gli antiacidi possono m&ndash;odificare l&rsquo;effetto del medicinale; lasciare trascorrere un intervallo di almeno 1 ora prima di prendere il lassativo.</p>  <h3>Gravidanza e allattamento</h3>  <p>Non esistono studi adeguati e ben controllati sull&rsquo;uso del medicinale in gravidanza o nell&rsquo;allattamento. Pertanto il medicinale deve essere usato solo in caso di necessit&agrave;, sotto il diretto controllo del medico, dopo aver valutato il beneficio atteso per la madre in rapporto al possibile rischio per il feto o per il lattante.</p>  <h3>Effetti sulla guida e sull'uso di macchinari</h3>  <p>AMARO MEDICINALE GIULIANI non altera o altera in modo trascurabile la capacit&agrave; di guidare veicoli o di usare macchinari.</p>  <h3>Effetti indesiderati</h3>  <p>Occasionalmente: dolori crampiformi isolati o coliche addominali, pi&ugrave; frequenti nei casi di stitichezza grave. <b>Segnalazione delle reazioni avverse sospette </b> La segnalazione delle reazioni avverse sospette che si verificano dopo l&rsquo;autorizzazione del medicinale &egrave; importante, in quanto permette il monitoraggio continuo del rapporto beneficio/rischio del medicinale. Agli operatori sanitari &egrave; richiesto di segnalare qualsiasi reazione avversa sospetta tramite il sistema nazionale di segnalazione del sito: http://www.agenziafarmaco.gov.it/it/responsabili</p>  <h3>Sovradosaggio</h3>  <p>Dosi eccessive possono causare dolori addominali e diarrea; le conseguenti perdite di liquidi ed elettroliti devono essere rimpiazzate. Vedere inoltre quanto riportato nel paragrafo ""<b> <i>Avvertenze speciali e precauzioni d&rsquo;impiego"" </i> </b>circa l&rsquo;abuso di lassativi.</p>  <h3>Conservazione</h3>  <p>Nessuna speciale precauzione per la conservazione. Per le condizioni di conservazione dopo la prima apertura vedere paragrafo 6.3.</p>",AMARO MEDICINALE GIULIANI SOLUZIONE ORALE,1,1,4,6.66,,,,Taxable Goods,0,0,5271,002427274,2759,amaro-medicinale-giuliani-soluzione-orale-002427274
